aws_region_name,aws_sub_region_name,aws_municipality_name,aws_neighborhood_name,display_name,search_method
"","Sulawesi Utara","Bitung","Aertembaga","Aertembaga, Bitung, Sulawesi Utara, Sulawesi, 95522, Indonesia",""
"","Sulawesi Tengah","Poso","Poso Kota","Taman Kota Poso, Poso, Sulawesi Tengah, Sulawesi, Indonesia",""
"","Jawa Barat","Garut","Cihurip","Cihurip, Garut, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Kuningan","Lebakwangi","Lebakwangi, Kuningan, Jawa Barat, Jawa, 45574, Indonesia",""
"","Sumatera Utara","Serdang Bedagai","Dolok Masihul","Pekan Dolok Masihul, Serdang Bedagai, Sumatera Utara, Sumatera, Indonesia",""
"","Sulawesi Tenggara","Kolaka","","Kolaka, Sulawesi Tenggara, Sulawesi, 93563, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Kramatjati","Lippo Plaza Kramatjati, Jalan Raya Bogor, RW 06, Kramat Jati, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13510, Indonesia",""
"","Kalimantan Selatan","Tanah Laut","","Tanah Laut, Kalimantan Selatan, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kabupaten","Cilengkrang","Cilengkrang, Kabupaten Bandung, Jawa Barat, Jawa, 40169, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Timur","Cipayung","Cipayung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kota","Bekasi Selatan","Jl. Raya Jatimulya, Jatimulya, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510, Perum. Jatimulya Bekasi, Jatimulya, Bekasi, Kab Bekasi, Jawa Barat, Jawa, 17510, Indonesia",""
"","Jawa Barat","Garut","","Garut, Jawa Barat, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Depok","Cilodong","Cilodong, Depok, Jawa Barat, Jawa, 16414, Indonesia",""
"","Banten","Tangerang Kabupaten","Sindang Jaya","Sindang Jaya, Sindangjaya, Kabupaten Tangerang, Banten, Jawa, 15560, Indonesia",""
"","Jawa Timur","Ngawi","Ngrambe","Ngrambe, Ngawi, Jawa Timur, Jawa, 63263, Indonesia",""
"","Jawa Timur","Jombang","Mojoagung","Mojoagung, Jombang, Jawa Timur, Jawa, 61482, Indonesia",""
"","Sumatera Selatan","Palembang","Ilir Timur II","Ilir Timur II, Palembang, Sumatera Selatan, Sumatera, Indonesia",""
"","Jawa Barat","Sumedang","Cisitu","Cisitu, Sumedang, Jawa Barat, Jawa, 45372, Indonesia",""
"","Daerah Istimewa Yogyakarta","Gunung Kidul","Karangmojo","Karangmojo, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, 55891, Indonesia",""
"","Jawa Timur","Jember","Panti","Panti, Jember, Jawa Timur, Jawa, 68136, Indonesia",""
"JABODETABEK","Banten","Tangerang Kabupaten","Kronjo","Kronjo, Kabupaten Tangerang, Banten, Jawa, Indonesia",""
"","Jawa Barat","Karawang","Majalaya","Majalaya, Karawang, Jawa Barat, Jawa, 41371, Indonesia",""
"","Lampung","Bandar Lampung","Labuhan Ratu","Labuhan Ratu, Bandar Lampung, Lampung, Sumatera, 35147, Indonesia",""
"JABODETABEK","Banten","Tangerang","Pamulang","Pamulang, Tangerang Selatan, Banten, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Pondok Gede","Pondok Gede, Jatiwaringin, Bekasi, Jawa Barat, Jawa, 17411, Indonesia",""
"","Sumatera Utara","Dairi","Sidikalang","Sidikalang, Batang Beruh, Dairi, Sumatera Utara, Sumatera, 22211, Indonesia",""
"","Sulawesi Tenggara","Konawe Utara","Oheo","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Oheo%2C+Konawe+Utara%2C+Sulawesi+Tenggara","not_found"
"","Jawa Tengah","Jepara","Bangsri","Bangsri, Jepara, Jawa Tengah, Jawa, 59452, Indonesia",""
"","Jawa Timur","Kediri","Pare","Pare, Kabupaten Kediri, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Subang","Binong","Binong, Subang, Jawa Barat, Jawa, 41253, Indonesia",""
"","Sulawesi Selatan","Barru","Barru","Barru, Sulawesi Selatan, Sulawesi, 90712, Indonesia",""
"","Jawa Barat","Cirebon Kabupaten","Beber","Beber, Kabupaten Cirebon, Jawa Barat, Jawa, 45172, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor","Babakan Madang","Babakan Madang, Kab Bogor, Jawa Barat, Jawa, Indonesia",""
"","Sumatera Utara","Tebingtinggi","Rambutan","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Rambutan%2C+Tebingtinggi%2C+Sumatera+Utara","not_found"
"","Daerah Istimewa Yogyakarta","Gunung Kidul","Semin","Semin, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Sulawesi Selatan","Maros","Lau","RW 05 KEL. MACCINI BAJI KEC. LAU KAB. MAROS, Maros, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Jawa Tengah","Semarang Kabupaten","Jambu","Jambu, Kabupaten Semarang, Jawa Tengah, Jawa, 50614, Indonesia",""
"","Lampung","Way Kanan","Buay Bahuga","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Buay+Bahuga%2C+Way+Kanan%2C+Lampung","not_found"
"","Nusa Tenggara Barat","Lombok","Sukamulia","Kecamatan Sukamulia, Lombok Timur, Nusa Tenggara Barat, Nusa Tenggara, 83611, Indonesia",""
"","Lampung","Lampung Timur","Batanghari","Raja Basa Batanghari, Lampung Timur, Lampung, Sumatera, 34182, Indonesia",""
"","Banten","Pandeglang","Cibitung","Cibitung, Pandeglang, Banten, Jawa, Indonesia",""
"","Sulawesi Tengah","Parigi Moutong","Ampibabo","Ampibabo, Parigi Moutong, Sulawesi Tengah, Sulawesi, Indonesia",""
"","Nusa Tenggara Barat","Dompu","Woja","Woja, Dompu, Nusa Tenggara Barat, Nusa Tenggara, 84251, Indonesia",""
"","Kalimantan Tengah","Kapuas","Kapuas Barat","Bunut Tengah, Bunut Hilir, Kapuas Hulu, Kalimantan Barat, Indonesia",""
"","Aceh","Aceh Tenggara","Babussalam","Babussalam, Aceh Tenggara, Aceh, Sumatera, Indonesia",""
"","Lampung","Bandar Lampung","Sukarame","Sukarame, Bandar Lampung, Lampung, Sumatera, 35133, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Mampang Prapatan","Mampang Prapatan, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Timur","Lamongan","Mantup","Mantup, Lamongan, Jawa Timur, Jawa, 62282, Indonesia",""
"","Banten","Serang Kabupaten","Cikande","Cikande, Kab Serang, Banten, Jawa, Indonesia",""
"","Jawa Barat","Cianjur","Cikalongkulon","Cikalongkulon, Cianjur, Jawa Barat, Jawa, Indonesia",""
"","Banten","Serang Kabupaten","Bojonegara","Bojonegara, Kab Serang, Banten, Jawa, 42413, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Caringin","Caringin, Kab Bogor, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Purbalingga","Bobotsari","Bobotsari, Purbalingga, Jawa Tengah, Jawa, 53353, Indonesia",""
"","Jawa Barat","Purwakarta","Plered","Plered, Jalan Raya Bandung - Purwakarta, Gununghejo, Purwakarta, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Batang","Warungasem","Warungasem, Batang, Jawa Tengah, Jawa, 51171, Indonesia",""
"","Kepulauan Riau","Bintan","Teluk Bintan","Teluk Bakau, Bintan, Kepulauan Riau, Sumatera, Indonesia",""
"","Kalimantan Timur","Penajam Paser Utara","Penajam","Penajam, Penajam Paser Utara, Kalimantan Timur, 76142, Indonesia",""
"","Gorontalo","Boalemo","Wonosari","SDN 05 Wonosari, Dusun Karya Galuh II, Boalemo, Gorontalo, Sulawesi, 96262, Indonesia",""
"","Daerah Istimewa Yogyakarta","Gunung Kidul","Ngawen","Ngawen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, 55853, Indonesia",""
"","Jawa Barat","Cirebon Kabupaten","Babakan","Babakan, Sindang, Babakan, Kabupaten Cirebon, Jawa Barat, Jawa, 45191, Indonesia",""
"","Jawa Barat","Kuningan","Cigandamekar","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Cigandamekar%2C+Kuningan%2C+Jawa+Barat","not_found"
"JABODETABEK","Jawa Barat","Bogor Kota","","Bogor, Jalan Nyi Raja Permas, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16121, Indonesia",""
"","Jawa Timur","Sidoarjo","","Sidoarjo, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Bogor Kota","Bogor Barat","Bogor Barat, Bogor, Jawa Barat, Jawa, Indonesia",""
"","Banten","Tangerang Selatan","Serpong","Serpong, Tangerang Selatan, Banten, Jawa, Indonesia",""
"","Lampung","Bandar Lampung","Rajabasa","Rajabasa, Bandar Lampung, Lampung, Sumatera, 35144, Indonesia",""
"","Riau","Pekanbaru","Rumbai","Rumbai, Pekanbaru, Riau, Sumatera, Indonesia",""
"","Jawa Timur","Madiun Kota","Mangu Harjo","Manguharjo, Kota Madiun, Jawa Timur, Jawa, 63129, Indonesia","joined"
"","Jawa Timur","Nganjuk","Jatikalen","Jatikalen, Nganjuk, Jawa Timur, Jawa, 63131, Indonesia",""
"","Bali","Jembrana","Pekutatan","Pekutatan, Jembrana, Bali, Nusa Tenggara, Indonesia",""
"","Jawa Timur","Gresik","Balongpanggang","Balongpanggang, Gresik, Jawa Timur, Jawa, 61173, Indonesia",""
"","Jawa Barat","Karawang","Cilamaya Kulon","Cilamaya, Karawang, Jawa Barat, Jawa, 41384, Indonesia",""
"","Jawa Barat","Karawang","Kotabaru","SMK TRI MITRA KOTABARU, Jalan Merpati, Sarimulya, Karawang, Jawa Barat, Jawa, 41374, Indonesia",""
"","Jawa Barat","Kuningan","Kalimanggis","Kalimanggis Kulon, Kuningan, Jawa Barat, Jawa, 45574, Indonesia",""
"","Jawa Barat","Sukabumi Kota","Cikole","Cikole, Sukabumi, Jawa Barat, Jawa, 43112, Indonesia",""
"","Jawa Tengah","Purbalingga","Bukateja","Bukateja, Purbalingga, Jawa Tengah, Jawa, 53382, Indonesia",""
"","Jawa Barat","Karawang","Cilamaya Wetan","Rain Gauge Ombrometer (Stasiun Rawagempol, Cilamaya Wetan), Jakarta - Rawagempol Kulon, Rawagempol Kulon, Karawang, Jawa Barat, Jawa, 41384, Indonesia",""
"","Daerah Istimewa Yogyakarta","Gunung Kidul","Gedang Sari","Gedangsari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, Indonesia","joined"
"","Kalimantan Timur","Samarinda","Samarinda Ilir","Samarinda Ilir, Samarinda, Kalimantan Timur, Indonesia",""
"","Jawa Timur","Jember","Tanggul","Tanggul, 3, Tanggul, Jember, Jawa Timur, Jawa, 68155, Indonesia",""
"","Jawa Timur","Blitar Kabupaten","Sutojayan","Sutojayan, Blitar, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Pangandaran","Mangunjaya","Mangunjaya, Pangandaran, Jawa Barat, Jawa, Indonesia",""
"","Kalimantan Timur","Paser","Tanah Grogot","Tanah Grogot, Paser, Kalimantan Timur, 76271, Indonesia",""
"","Gorontalo","Gorontalo Kota","Kota Selatan","PUSKESMAS Kota Selatan, Jalan Mohammad Yamin, Gorontalo, Sulawesi, 96114, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor","Megamendung","Megamendung, Kab Bogor, Jawa Barat, Jawa, 16770, Indonesia",""
"","Nusa Tenggara Timur","Manggarai","","Manggarai, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",""
"","Sumatera Selatan","Banyu Asin","Banyuasin III","Markas PMI Banyuasin, Jalan Banyu Asin III, Pangkalan Balai, Banyuasin III, Banyuasin, Sumatera Selatan, Sumatera, 30753, Indonesia",""
"","Jawa Timur","Malang Kabupaten","Tumpang","Tumpang, Kabupaten Malang, Jawa Timur, Jawa, 65156, Indonesia",""
"","Jawa Barat","Depok","Sawangan","Sawangan, Depok, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Gunung Putri","Gunung Putri, Kab Bogor, Jawa Barat, Jawa, Indonesia",""
"JABODETABEK","Banten","Tangerang Kabupaten","Teluknaga","Teluknaga, Kabupaten Tangerang, Banten, Jawa, 15510, Indonesia",""
"","Kalimantan Barat","Sekadau","","Sekadau, Kalimantan Barat, 79582, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Jagakarsa","Jagakarsa, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Nusa Tenggara Timur","Ngada","Wolomeze","Wolomeze, Ngada, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",""
"JABODETABEK","Banten","Tangerang Kabupaten","Tigaraksa","Tigaraksa, Jalan H. Somawinata, Tigaraksa, Kabupaten Tangerang, Banten, Jawa, 15720, Indonesia",""
"","Jawa Timur","Bondowoso","Bondowoso","Bondowoso, Jawa Timur, Jawa, 68213, Indonesia",""
"","Jawa Tengah","Semarang Kabupaten","Banyubiru","Banyubiru, Kabupaten Semarang, Jawa Tengah, Jawa, 50664, Indonesia",""
"","Kepulauan Bangka Belitung","Pangkalpinang","Girimaya","Jalan Terminal Girimaya, Pangkalpinang, Kepulauan Bangka Belitung, Sumatera, 33684, Indonesia",""
"","Jawa Tengah","Rembang","Sarang","Sarang, Rembang, Jawa Tengah, Jawa, Indonesia",""
"","Sumatera Selatan","Prabumulih","Prabumulih Timur","Prabumulih Timur, Prabumulih, Sumatera Selatan, Sumatera, Indonesia",""
"","Sulawesi Utara","Manado","Wanea","Wanea, Manado, Sulawesi Utara, Sulawesi, 95117, Indonesia",""
"","Kalimantan Timur","Samarinda","Sungai Pinang","Sungai Pinang, Samarinda, Kalimantan Timur, Indonesia",""
"","Jawa Barat","Subang","Pusakanagara","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Pusakanagara%2C+Subang%2C+Jawa+Barat","not_found"
"","Jawa Timur","Pasuruan","Prigen","Prigen, Pasuruan, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Cibadak","Cibadak, Jalan Tangkil, Sukabumi, Cibadak, Kab Sukabumi, Jawa Barat, Jawa, 43351, Indonesia",""
"","Jawa Tengah","Semarang","Ungaran Barat","Ungaran Sari Garmen(USG), Genuk Timur, Genuk Barat, Kabupaten Semarang, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Cianjur","Pasirkuda","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Pasirkuda%2C+Cianjur%2C+Jawa+Barat","not_found"
"","Jawa Timur","Pasuruan","Gempol","Gempol, Pasuruan, Jawa Timur, Jawa, 60135, Indonesia",""
"","Jawa Barat","Cirebon Kabupaten","Karangwareng","Karangwareng, Kabupaten Cirebon, Jawa Barat, Jawa, 45186, Indonesia",""
"","Kalimantan Timur","Berau","","Berau, Kalimantan Timur, Indonesia",""
"","Nusa Tenggara Barat","Lombok Barat","Narmada","Narmada, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, 83562, Indonesia",""
"","Jawa Timur","Bojonegoro","Gayam","Gayam, Bojonegoro, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Cilacap","Kedungreja","Kedungreja, Cilacap, Jawa Tengah, Jawa, 53261, Indonesia",""
"","Jawa Barat","","Lembang","Lembang, Leles, Garut, Jawa Barat, Jawa, Indonesia",""
"","Kalimantan Selatan","Tanah Laut","Tambang Ulang","Tambang Ulang, Tanah Laut, Kalimantan Selatan, Indonesia",""
"","Aceh","Lhokseumawe","Blang Mangat","Blang Mangat, Lhokseumawe, Aceh, Sumatera, Indonesia",""
"","Sulawesi Utara","Bolaang Mongondow","Bolaang Timur","Bulud Bolaang, Motongkad, Bolaang Mongondow Timur, Sulawesi Utara, Sulawesi, Indonesia",""
"","Banten","Pandeglang","Angsana","Angsana, Pandeglang, Banten, Jawa, Indonesia",""
"","Jawa Tengah","Pemalang","Randudongkal","Randudongkal, Pemalang, Jawa Tengah, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor","Taman Sari","Taman Sari, Kab Bogor, Jawa Barat, Jawa, 16120, Indonesia",""
"","Jawa Barat","Banjar","Pataruman","Pataruman, Banjar, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Sidoarjo","Buduran","Buduran, Sidoarjo, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Depok","Cipayung","Cipayung, Depok, Jawa Barat, Jawa, 16439, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Ngasem","Ngasem, Kabupaten Kediri, Jawa Timur, Jawa, 64182, Indonesia",""
"","Jawa Barat","Garut","Cibatu","Cibatu, Jalan Letjen H. Mashudi, Cibatu, Garut, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Subang","Ciater","Ciater, Subang, Jawa Barat, Jawa, 41281, Indonesia",""
"","Jawa Barat","Bandung Kota","Bojongloa Kaler","Bojongloa Kaler, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Sukoharjo","Mojolaban","Jalan Polokarto Mojolaban, Polokarto, Sukoharjo, Jawa Tengah, Jawa, 57141, Indonesia",""
"","Kepulauan Riau","Batam","Galang","Galang, Batam, Kepulauan Riau, Sumatera, Indonesia",""
"JABODETABEK","Banten","Tangerang Kabupaten","Kosambi","Kosambi, Kabupaten Tangerang, Banten, Jawa, 15214, Indonesia",""
"","Jawa Barat","Bandung Kabupaten","Cimaung","Cimaung, Kabupaten Bandung, Jawa Barat, Jawa, 40374, Indonesia",""
"","Jawa Tengah","Tegal Kabupaten","Jatinegara","Jatinegara, Tegal, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Mojokerto","Kranggan","Kranggan, Kota Mojokerto, Jawa Timur, Jawa, Indonesia",""
"","Banten","Lebak","Bayah","Bayah, Lebak, Banten, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kabupaten","Pebayuran","Pebayuran, Kab Bekasi, Jawa Barat, Jawa, 41352, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Bojongsoang","Bojongsoang, Kabupaten Bandung, Jawa Barat, Jawa, 40288, Indonesia",""
"","Jawa Timur","Madiun Kabupaten","Dolopo","Dolopo, Madiun, Jawa Timur, Jawa, 63173, Indonesia",""
"","Kalimantan Timur","Kutai Timur","Sangatta Utara","Sangatta Utara, Kutai Timur, Kalimantan Timur, 75612, Indonesia",""
"","Jawa Timur","Lamongan","Modo","Modo, Lamongan, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Wonogiri","Jatipurno","Jatipurno, Wonogiri, Jawa Tengah, Jawa, 57693, Indonesia",""
"","Kalimantan Tengah","Kapuas","Bataguh","Kantor Kecamatan Bataguh, Jalan Pematang Sawang, Sei Lunuk, Kapuas, Kalimantan Tengah, Indonesia",""
"","Banten","Serang Kabupaten","Waringinkurung","Waringinkurung, Kab Serang, Banten, Jawa, 42453, Indonesia",""
"","Jawa Timur","Lamongan","Sambeng","Sambeng, Lamongan, Jawa Timur, Jawa, Indonesia",""
"","Kalimantan Barat","Kubu Raya","Sungai Ambawang","Sungai Ambawang, Kubu Raya, Kalimantan Barat, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Kali Deres","Pasar Kali Deres, Jalan Madrasah Raya, RW 01, Kalideres, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11840, Indonesia",""
"","Jawa Timur","Jember","Umbulsari","Umbulsari, Jember, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Sumenep","Batang Batang","Batangbatang Daya, Sumenep, Jawa Timur, Jawa, Indonesia","joined"
"","Jawa Timur","Malang","Jabung","Jabung, Kabupaten Malang, Jawa Timur, Jawa, 65155, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Surade","Surade, Kab Sukabumi, Jawa Barat, Jawa, Indonesia",""
"","Sumatera Barat","Tanah Datar","Sepuluh Koto","SMA Negeri 1 X Koto, Jalan Padang Panjang - Bukittinggi, Pemukiman, Bintungan, Panyalaian, X Koto, Tanah Datar, Sumatera Barat, Sumatera, 27151, Indonesia",""
"","Sulawesi Selatan","Gowa","Bontonompo","Bontonompo, Gowa, Sulawesi Selatan, Sulawesi, 92153, Indonesia",""
"","Nusa Tenggara Barat","Bima","Soromandi","Jalan Lintas Soromandi, Sarita I, Desa Punti, Bima, Nusa Tenggara Barat, Nusa Tenggara, 84118, Indonesia",""
"","Jawa Barat","Bandung Kota","Cinambo","Cinambo, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Kepulauan Riau","Batam","Bengkong","Bengkong Laut, Batam, Kepulauan Riau, Sumatera, 29458, Indonesia",""
"","Sumatera Utara","Medan","Medan Polonia","Medan Polonia, Kota Medan, Sumatera Utara, Sumatera, Indonesia",""
"","Banten","Pandeglang","Pandeglang","Pandeglang, Banten, Jawa, 42212, Indonesia",""
"","Banten","Tangerang Kota","Cipondoh","Cipondoh, Tangerang, Banten, Jawa, 15148, Indonesia",""
"","Bali","Bangli","Bangli","Bangli, Bali, Nusa Tenggara, 80613, Indonesia",""
"","Jawa Tengah","Semarang Kabupaten","Bawen","Bawen, Kabupaten Semarang, Jawa Tengah, Jawa, 13245, Indonesia",""
"","Sumatera Utara","Binjai","Binjai Timur","Binjai, Jalan Ikan Paus, Binjai, Kota Binjai, Sumatera Utara, Sumatera, 20735, Indonesia",""
"","Jawa Timur","Malang Kabupaten","Pujon","Pujon, Kabupaten Malang, Jawa Timur, Jawa, 65391, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Leuwiliang","Leuwiliang, Kab Bogor, Jawa Barat, Jawa, 16640, Indonesia",""
"","Papua Tengah","Mimika","","Mimika, Papua Tengah, Western New Guinea, 99971, Indonesia",""
"","Sumatera Utara","Tanjungbalai","Sei Tualang Raso","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Sei+Tualang+Raso%2C+Tanjungbalai%2C+Sumatera+Utara","not_found"
"","Kalimantan Selatan","Hulu Sungai Selatan","Kandangan","Kandangan, Hulu Sungai Selatan, Kalimantan Selatan, 71217, Indonesia",""
"","Jawa Tengah","Purbalingga","Kaligondang","Kaligondang, Purbalingga, Jawa Tengah, Jawa, 53392, Indonesia",""
"","Sumatera Barat","Solok","Lembah Gumanti","SMA Negeri 1 Lembah Gumanti, Jalan Air Dingin, Aia Dingin, Solok, Sumatera Barat, Sumatera, Indonesia",""
"","Kepulauan Bangka Belitung","Bangka Selatan","Air Gegas","Air Bara, Bangka Selatan, Kepulauan Bangka Belitung, Sumatera, Indonesia",""
"","Jawa Timur","Nganjuk","Baron","Baron, Gang Rowo I, Baron, Nganjuk, Jawa Timur, Jawa, 64394, Indonesia",""
"","Kepulauan Bangka Belitung","Bangka","Sungailiat","Sungailiat, Bangka, Kepulauan Bangka Belitung, Sumatera, 33211, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Pondok Melati","Pondok Melati, Jatiwarna, Bekasi, Jawa Barat, Jawa, 17415, Indonesia",""
"","Sulawesi Selatan","Bone","Tellu Siattinge","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Tellu+Siattinge%2C+Bone%2C+Sulawesi+Selatan","not_found"
"","Sumatera Utara","Medan","Medan Kota Belawan","SMK Negeri 13 Medan, Jalan Tol Belmera, Pekan Labuhan, Medan Labuhan, Kota Medan, Sumatera Utara, Sumatera, 20253, Indonesia",""
"","Sumatera Utara","Pematangsiantar","Siantar Timur","Siantar, Jalan R.A. Kartini, Proklamasi, Siantar Barat, Kota Pematang Siantar, Kota Pematang Siantar–Simalungun, Sumatera Utara, Sumatera, 21117, Indonesia","without_Timur"
"","Jawa Timur","Bojonegoro","Ngraho","Ngraho, Bojonegoro, Jawa Timur, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Depok","Cinere","Cinere, Depok, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Bandung Kota","Panyileukan","Jawa Barat, Jalan Raya Cibiru, Cipadung Kidul, Panyileukan, Cinunuk, Kabupaten Bandung, Jawa Barat, Jawa, 40626, Indonesia",""
"JABODETABEK","Jawa Barat","Depok","Tapos","Tapos, Depok, Jawa Barat, Jawa, 16459, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Selatan","Setia Budi","Waduk Setia Budi Timur, Guntur, Setiabudi, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Tengah","Pati","Sukolilo","Sukolilo, Pati, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Tulungagung","Sumbergempol","Sumbergempol, Jalan Raya Blitar - Tulungagung, Sumberdadi, Tulungagung, Jawa Timur, Jawa, 66234, Indonesia",""
"","Banten","Serang","Serang","Banten, Kasemen, Serang, Banten, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Tanjungsari","Tanjungsari, Kab Bogor, Jawa Barat, Jawa, Indonesia",""
"","Sulawesi Selatan","Makassar","Mariso","Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90230, Indonesia",""
"","Jawa Barat","Cirebon Kota","Kejaksan","Cirebon, Jalan Stasiun Kejaksan, Kebonbaru, Kejaksan, Kota Cirebon, Jawa Barat, Jawa, 45124, Indonesia",""
"","Jawa Tengah","Batang","Kandeman","Kandeman, Batang, Jawa Tengah, Jawa, 51261, Indonesia",""
"","Jawa Timur","Banyuwangi","Muncar","Muncar, Banyuwangi, Jawa Timur, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Ranca Bungur","Ranca Bungur, Rancabungur, Kab Bogor, Jawa Barat, Jawa, 16620, Indonesia",""
