aws_region_name,aws_sub_region_name,aws_municipality_name,aws_neighborhood_name
Bandung Raya,Jawa Barat,Bandung,Dayeuhkolot
"",Jawa Barat,Subang,Cikaum
"",Bengkulu,Rejang Lebong,Selupu Rejang
"",Nusa Tenggara Barat,Sumbawa,Alas Barat
"",Kalimantan Selatan,Barito Kuala,Alalak
"",Lampung,Lampung Timur,Sukadana
"",Daerah Istimewa Yogyakarta,Bantul,Bantul
"",Jawa Tengah,Sukoharjo,Kartasura
"",DKI Jakarta,Jakarta Selatan,Setia Budi
"",DKI Jakarta,Jakarta Pusat,Senen
Bandung Raya,Jawa Barat,Bandung,Katapang
"",Jawa Barat,Cianjur,Cipanas
"",Jawa Tengah,Semarang Kota,Ngaliyan
"",Jawa Barat,Kuningan,Cigugur
"",Jawa Barat,Tasikmalaya Kabupaten,Cineam
"",Sumatera Selatan,Palembang,Gandus
"",Sumatera Selatan,Banyu Asin,Rambutan
"",Jawa Tengah,Temanggung,Kranggan
"",Jawa Timur,Situbondo,Kendit
"",Jawa Timur,Blitar Kabupaten,Sanankulon
"",Sulawesi Utara,Minahasa,Tondano Timur
"",Sulawesi Selatan,Maros,Simbang
"",Sumatera Selatan,Muara Enim,""
"",Jawa Tengah,Brebes,Paguyangan
"",Jawa Barat,Karawang,Tempuran
"",Jawa Timur,Blitar Kabupaten,Bakung
"",Jawa Timur,Bojonegoro,Purwosari
"",Sumatera Barat,Pariaman,Pariaman Selatan
"",Sumatera Barat,Agam,Banuhampu
"",Jawa Timur,Mojokerto,Sooko
"",Sumatera Selatan,"",""
"",Banten,"",Anyar
"",Sumatera Barat,Pariaman,Pariaman Utara
"",Nusa Tenggara Timur,Belu,Atambua Selatan
"",Jawa Timur,Mojokerto,Trowulan
"",Sumatera Barat,Agam,Tanjung Mutiara
"",Daerah Istimewa Yogyakarta,Sleman,Prambanan
"",Jawa Tengah,Semarang Kota,Semarang Barat
"",Jawa Barat,Bogor Kabupaten,Pamijahan
"",Jawa Timur,Lamongan,Ngimbang
"",Jawa Tengah,Magelang Kabupaten,Kaliangkrik
"",Nusa Tenggara Barat,Sumbawa,""
"",Banten,Serang Kabupaten,Anyar
JABODETABEK,Jawa Barat,Bekasi Kota,Bantargebang
"",Jawa Timur,Pasuruan Kabupaten,Purwodadi
"",Jawa Tengah,Semarang Kota,Semarang Utara
"",Kalimantan Barat,Pontianak,Pontianak Utara
"",Jawa Tengah,Banyumas,Sumbang
JABODETABEK,Jawa Barat,Bekasi Kota,Pondokgede
"",Jawa Tengah,Purbalingga,Kalimanah
"",Sumatera Utara,Deli Serdang,Hamparan Perak
"",Jawa Barat,Purwakarta,Kiarapedes
"",Banten,Serang Kabupaten,Petir
"",Sumatera Selatan,Penukal Abab Lematang Ilir,Talang Ubi
"",Jawa Tengah,Pekalongan Kabupaten,Wonopringgo
"",Sulawesi Selatan,Parepare,Bacukiki Barat
"",Jawa Tengah,Sragen,Sambirejo
"",Sumatera Utara,Labuhanbatu Utara,Kualuh Hulu
"",Riau,Indragiri Hilir,""
"",Maluku,Ambon,Nusaniwe
"",Sumatera Utara,Deli Serdang,Pantai Labu
"",Jawa Barat,Sukabumi Kabupaten,Cikidang
"",Jawa Tengah,Pati,Gabus
"",Sumatera Selatan,Ogan Ilir,Pemulutan
"",Sulawesi Barat,Mamasa,""
"",Jawa Barat,Kuningan,Nusaherang
"",Jawa Barat,Tasikmalaya Kabupaten,Bojonggambir
"",Jawa Tengah,Purworejo,Purwodadi
"",DKI Jakarta,Jakarta Utara,Penjaringan
JABODETABEK,DKI Jakarta,Jakarta Timur,Pulogadung
"",Sumatera Utara,Deli Serdang,Sunggal
"",Jawa Barat,Sukabumi Kabupaten,Parung Kuda
"",Sulawesi Selatan,Makassar,Tamalate
"",Jawa Timur,Kediri Kabupaten,Gampengrejo
"",DKI Jakarta,Jakarta Pusat,Johar Baru
"",Jawa Tengah,Magelang Kabupaten,Muntilan
"",Jawa Tengah,Karanganyar,Jenawi
"",Jawa Timur,Banyuwangi,Giri
"",Jawa Timur,Madiun Kabupaten,Balerejo
"",Jawa Timur,Lamongan,Sukodadi
"",Jawa Timur,Banyuwangi,Gambiran
JABODETABEK,Banten,Tangerang,Ciputat
JABODETABEK,Jawa Barat,Bogor,Tajur Halang
"",Jawa Tengah,Pekalongan Kabupaten,Karanganyar
"",Riau,Pekanbaru,Senapelan
"",Jawa Tengah,Temanggung,Kedu
"",Nusa Tenggara Timur,Sumba Barat,Wanokaka
"",Jawa Timur,Pacitan,Donorojo
"",Lampung,Lampung Tengah,Gunung Sugih
"",Jawa Barat,Karawang,Cilebar
"",Jawa Tengah,Wonogiri,Jatisrono
"",Jawa Timur,Pacitan,Punung
"",Jawa Timur,Surabaya,Gubeng
"",Jawa Barat,Bandung Kabupaten,Soreang
"",Daerah Istimewa Yogyakarta,Bantul,Pajangan
"",Daerah Istimewa Yogyakarta,Yogyakarta,Wirobrajan
"",Sumatera Utara,Medan,Medan Tembung
"",Jawa Barat,Bandung Kota,Mandalajati
"",Daerah Istimewa Yogyakarta,Sleman,Seyegan
"",Jawa Tengah,Magelang Kabupaten,Mertoyudan
"",Jawa Timur,Jombang,Mojowarno
"",Jawa Timur,Ponorogo,Ponorogo
"",Riau,Pekanbaru,Rumbai Pesisir
"",Jawa Timur,Lamongan,Paciran
"",Jawa Timur,Tulungagung,Boyolangu
"",Sumatera Barat,Padang,Nanggalo
"",Jawa Tengah,Batang,Subah
"",Jawa Timur,Blitar Kabupaten,Ponggok
"",Jawa Tengah,Brebes,Salem
"",Jawa Timur,Jember,Ambulu
"",Kepulauan Bangka Belitung,Bangka Tengah,Simpang Katis
"",Jawa Tengah,Sukoharjo,Tawangsari
"",Jawa Timur,Bojonegoro,Kasiman
"",Sumatera Barat,Padang Pariaman,Lubuk Alung
"",Banten,Pandeglang,Saketi
JABODETABEK,Banten,Tangerang Kabupaten,Kemiri
"",Jawa Barat,Indramayu,Lelea
"",Jawa Tengah,Kebumen,Pejagoan
"",Sumatera Selatan,Ogan Komering Ilir,""
"",Jawa Timur,Sumenep,Ambunten
"",Maluku,Ambon,Teluk Ambon
"",Jawa Tengah,Grobogan,Godong
"",Aceh,Aceh Tengah,Rusip Antara
"",Jawa Barat,Karawang,Karawang Timur
Bandung Raya,Jawa Barat,Bandung Kabupaten,Bojongsoang
"",Jawa Barat,Depok,Pancoran Mas
"",Jawa Timur,Surabaya,Gayungan
Bandung Raya,Jawa Barat,Bandung Kota,Bojongloa Kidul
"",DKI Jakarta,Jakarta Selatan,Cilandak
JABODETABEK,Banten,Tangerang Kota,Ciledug
JABODETABEK,Jawa Barat,Bekasi,Bekasi Barat
"",Jawa Timur,Bondowoso,Curah Dami
"",Jawa Tengah,Semarang Kabupaten,Tengaran
"",Jawa Timur,Banyuwangi,Licin
"",Kalimantan Selatan,Banjar,Martapura Timur
"",Sumatera Barat,Padang,Padang Barat
"",Jawa Timur,Sidoarjo,Tanggulangin
"",Nusa Tenggara Timur,Sumba Timur,Wulawaijelu
"",Nusa Tenggara Barat,Mataram,Cakranegara
"",Jawa Timur,Bangkalan,Kwanyar
"",Jawa Barat,Garut,Bayongbong
JABODETABEK,Jawa Barat,Bogor Kabupaten,Megamendung
JABODETABEK,Jawa Barat,Bekasi,Rawalumbu
JABODETABEK,DKI Jakarta,Jakarta,Kemayoran
"",Sumatera Selatan,Palembang,""
"",Jawa Tengah,Magelang Kabupaten,Dukun
"",Jawa Barat,Sukabumi Kabupaten,Jampang Kulon
"",Sulawesi Selatan,Pangkajene Dan Kepulauan,Pangkajene
"",Sulawesi Selatan,Gowa,Bajeng
"",Sulawesi Tenggara,Kendari,Poasia
"",Sulawesi Utara,Bitung,Aertembaga
"",Sulawesi Tengah,Poso,Poso Kota
"",Jawa Barat,Garut,Cihurip
"",Jawa Barat,Kuningan,Lebakwangi
"",Sumatera Utara,Serdang Bedagai,Dolok Masihul
"",Sulawesi Tenggara,Kolaka,""
JABODETABEK,DKI Jakarta,Jakarta,Kramatjati
"",Kalimantan Selatan,Tanah Laut,""
Bandung Raya,Jawa Barat,Bandung Kabupaten,Cilengkrang
JABODETABEK,DKI Jakarta,Jakarta Timur,Cipayung
JABODETABEK,Jawa Barat,Bekasi Kota,Bekasi Selatan
"",Jawa Barat,Garut,""
JABODETABEK,Jawa Barat,Depok,Cilodong
"",Banten,Tangerang Kabupaten,Sindang Jaya
"",Jawa Timur,Ngawi,Ngrambe
"",Jawa Timur,Jombang,Mojoagung
"",Sumatera Selatan,Palembang,Ilir Timur II
"",Jawa Barat,Sumedang,Cisitu
"",Daerah Istimewa Yogyakarta,Gunung Kidul,Karangmojo
"",Jawa Timur,Jember,Panti
JABODETABEK,Banten,Tangerang Kabupaten,Kronjo
"",Jawa Barat,Karawang,Majalaya
"",Lampung,Bandar Lampung,Labuhan Ratu
JABODETABEK,Banten,Tangerang,Pamulang
JABODETABEK,Jawa Barat,Bekasi,Pondok Gede
"",Sumatera Utara,Dairi,Sidikalang
"",Sulawesi Tenggara,Konawe Utara,Oheo
"",Jawa Tengah,Jepara,Bangsri
"",Jawa Timur,Kediri,Pare
"",Jawa Barat,Subang,Binong
"",Sulawesi Selatan,Barru,Barru
"",Jawa Barat,Cirebon Kabupaten,Beber
JABODETABEK,Jawa Barat,Bogor,Babakan Madang
"",Sumatera Utara,Tebingtinggi,Rambutan
"",Daerah Istimewa Yogyakarta,Gunung Kidul,Semin
"",Sulawesi Selatan,Maros,Lau
"",Jawa Tengah,Semarang Kabupaten,Jambu
"",Lampung,Way Kanan,Buay Bahuga
"",Nusa Tenggara Barat,Lombok,Sukamulia
"",Lampung,Lampung Timur,Batanghari
"",Banten,Pandeglang,Cibitung
"",Sulawesi Tengah,Parigi Moutong,Ampibabo
"",Nusa Tenggara Barat,Dompu,Woja
"",Kalimantan Tengah,Kapuas,Kapuas Barat
"",Aceh,Aceh Tenggara,Babussalam
"",Lampung,Bandar Lampung,Sukarame
JABODETABEK,DKI Jakarta,Jakarta,Mampang Prapatan
"",Jawa Timur,Lamongan,Mantup
"",Banten,Serang Kabupaten,Cikande
"",Jawa Barat,Cianjur,Cikalongkulon
"",Banten,Serang Kabupaten,Bojonegara
"",Jawa Barat,Bogor Kabupaten,Caringin
"",Jawa Tengah,Purbalingga,Bobotsari
"",Jawa Barat,Purwakarta,Plered
"",Jawa Tengah,Batang,Warungasem
"",Kepulauan Riau,Bintan,Teluk Bintan
"",Kalimantan Timur,Penajam Paser Utara,Penajam
"",Gorontalo,Boalemo,Wonosari
"",Daerah Istimewa Yogyakarta,Gunung Kidul,Ngawen
"",Jawa Barat,Cirebon Kabupaten,Babakan
"",Jawa Barat,Kuningan,Cigandamekar
JABODETABEK,Jawa Barat,Bogor Kota,""
"",Jawa Timur,Sidoarjo,""
"",Jawa Barat,Bogor Kota,Bogor Barat
"",Banten,Tangerang Selatan,Serpong
"",Lampung,Bandar Lampung,Rajabasa
"",Riau,Pekanbaru,Rumbai
"",Jawa Timur,Madiun Kota,Mangu Harjo
"",Jawa Timur,Nganjuk,Jatikalen
"",Bali,Jembrana,Pekutatan
"",Jawa Timur,Gresik,Balongpanggang
"",Jawa Barat,Karawang,Cilamaya Kulon
"",Jawa Barat,Karawang,Kotabaru
"",Jawa Barat,Kuningan,Kalimanggis
"",Jawa Barat,Sukabumi Kota,Cikole
"",Jawa Tengah,Purbalingga,Bukateja
"",Jawa Barat,Karawang,Cilamaya Wetan
"",Daerah Istimewa Yogyakarta,Gunung Kidul,Gedang Sari
"",Kalimantan Timur,Samarinda,Samarinda Ilir
"",Jawa Timur,Jember,Tanggul
"",Jawa Timur,Blitar Kabupaten,Sutojayan
"",Jawa Barat,Pangandaran,Mangunjaya
"",Kalimantan Timur,Paser,Tanah Grogot
"",Gorontalo,Gorontalo Kota,Kota Selatan
JABODETABEK,Jawa Barat,Bogor,Megamendung
"",Nusa Tenggara Timur,Manggarai,""
"",Sumatera Selatan,Banyu Asin,Banyuasin III
"",Jawa Timur,Malang Kabupaten,Tumpang
"",Jawa Barat,Depok,Sawangan
"",Jawa Barat,Bogor Kabupaten,Gunung Putri
JABODETABEK,Banten,Tangerang Kabupaten,Teluknaga
"",Kalimantan Barat,Sekadau,""
JABODETABEK,DKI Jakarta,Jakarta,Jagakarsa
"",Nusa Tenggara Timur,Ngada,Wolomeze
JABODETABEK,Banten,Tangerang Kabupaten,Tigaraksa
"",Jawa Timur,Bondowoso,Bondowoso
"",Jawa Tengah,Semarang Kabupaten,Banyubiru
"",Kepulauan Bangka Belitung,Pangkalpinang,Girimaya
"",Jawa Tengah,Rembang,Sarang
"",Sumatera Selatan,Prabumulih,Prabumulih Timur
"",Sulawesi Utara,Manado,Wanea
"",Kalimantan Timur,Samarinda,Sungai Pinang
"",Jawa Barat,Subang,Pusakanagara
"",Jawa Timur,Pasuruan,Prigen
"",Jawa Barat,Sukabumi Kabupaten,Cibadak
"",Jawa Tengah,Semarang,Ungaran Barat
"",Jawa Barat,Cianjur,Pasirkuda
"",Jawa Timur,Pasuruan,Gempol
"",Jawa Barat,Cirebon Kabupaten,Karangwareng
"",Kalimantan Timur,Berau,""
"",Nusa Tenggara Barat,Lombok Barat,Narmada
"",Jawa Timur,Bojonegoro,Gayam
"",Jawa Tengah,Cilacap,Kedungreja
"",Jawa Barat,"",Lembang
"",Kalimantan Selatan,Tanah Laut,Tambang Ulang
"",Aceh,Lhokseumawe,Blang Mangat
"",Sulawesi Utara,Bolaang Mongondow,Bolaang Timur
"",Banten,Pandeglang,Angsana
"",Jawa Tengah,Pemalang,Randudongkal
JABODETABEK,Jawa Barat,Bogor,Taman Sari
"",Jawa Barat,Banjar,Pataruman
"",Jawa Timur,Sidoarjo,Buduran
"",Jawa Barat,Depok,Cipayung
"",Jawa Timur,Kediri Kabupaten,Ngasem
"",Jawa Barat,Garut,Cibatu
"",Jawa Barat,Subang,Ciater
"",Jawa Barat,Bandung Kota,Bojongloa Kaler
"",Jawa Tengah,Sukoharjo,Mojolaban
"",Kepulauan Riau,Batam,Galang
JABODETABEK,Banten,Tangerang Kabupaten,Kosambi
"",Jawa Barat,Bandung Kabupaten,Cimaung
"",Jawa Tengah,Tegal Kabupaten,Jatinegara
"",Jawa Timur,Mojokerto,Kranggan
"",Banten,Lebak,Bayah
JABODETABEK,Jawa Barat,Bekasi Kabupaten,Pebayuran
Bandung Raya,Jawa Barat,Bandung,Bojongsoang
"",Jawa Timur,Madiun Kabupaten,Dolopo
"",Kalimantan Timur,Kutai Timur,Sangatta Utara
"",Jawa Timur,Lamongan,Modo
"",Jawa Tengah,Wonogiri,Jatipurno
"",Kalimantan Tengah,Kapuas,Bataguh
"",Banten,Serang Kabupaten,Waringinkurung
"",Jawa Timur,Lamongan,Sambeng
"",Kalimantan Barat,Kubu Raya,Sungai Ambawang
JABODETABEK,DKI Jakarta,Jakarta,Kali Deres
"",Jawa Timur,Jember,Umbulsari
"",Jawa Timur,Sumenep,Batang Batang
"",Jawa Timur,Malang,Jabung
"",Jawa Barat,Sukabumi Kabupaten,Surade
"",Sumatera Barat,Tanah Datar,Sepuluh Koto
"",Sulawesi Selatan,Gowa,Bontonompo
"",Nusa Tenggara Barat,Bima,Soromandi
"",Jawa Barat,Bandung Kota,Cinambo
"",Kepulauan Riau,Batam,Bengkong
"",Sumatera Utara,Medan,Medan Polonia
"",Banten,Pandeglang,Pandeglang
"",Banten,Tangerang Kota,Cipondoh
"",Bali,Bangli,Bangli
"",Jawa Tengah,Semarang Kabupaten,Bawen
"",Sumatera Utara,Binjai,Binjai Timur
"",Jawa Timur,Malang Kabupaten,Pujon
"",Jawa Barat,Bogor Kabupaten,Leuwiliang
"",Papua Tengah,Mimika,""
"",Sumatera Utara,Tanjungbalai,Sei Tualang Raso
"",Kalimantan Selatan,Hulu Sungai Selatan,Kandangan
"",Jawa Tengah,Purbalingga,Kaligondang
"",Sumatera Barat,Solok,Lembah Gumanti
"",Kepulauan Bangka Belitung,Bangka Selatan,Air Gegas
"",Jawa Timur,Nganjuk,Baron
"",Kepulauan Bangka Belitung,Bangka,Sungailiat
JABODETABEK,Jawa Barat,Bekasi,Pondok Melati
"",Sulawesi Selatan,Bone,Tellu Siattinge
"",Sumatera Utara,Medan,Medan Kota Belawan
"",Sumatera Utara,Pematangsiantar,Siantar Timur
"",Jawa Timur,Bojonegoro,Ngraho
JABODETABEK,Jawa Barat,Depok,Cinere
"",Jawa Barat,Bandung Kota,Panyileukan
JABODETABEK,Jawa Barat,Depok,Tapos
JABODETABEK,DKI Jakarta,Jakarta Selatan,Setia Budi
"",Jawa Tengah,Pati,Sukolilo
"",Jawa Timur,Tulungagung,Sumbergempol
"",Banten,Serang,Serang
JABODETABEK,Jawa Barat,Bogor Kabupaten,Tanjungsari
"",Sulawesi Selatan,Makassar,Mariso
"",Jawa Barat,Cirebon Kota,Kejaksan
"",Jawa Tengah,Batang,Kandeman
"",Jawa Timur,Banyuwangi,Muncar
JABODETABEK,Jawa Barat,Bogor Kabupaten,Ranca Bungur
JABODETABEK,DKI Jakarta,Jakarta,Kebon Jeruk
"",Jawa Timur,Bondowoso,Cermee
"",Banten,Cilegon,Pulomerak
"",Sumatera Selatan,Ogan Ilir,Lubuk Keliat
"",Jawa Tengah,Cilacap,Cilacap Selatan
"",Sulawesi Utara,Minahasa Utara,Dimembe
"",Kepulauan Riau,Karimun,Kundur Barat
"",Jawa Timur,Banyuwangi,Sempu
"",Jawa Barat,Cirebon Kabupaten,Arjawinangun
"",Jawa Timur,Banyuwangi,Singojuruh
"",Jawa Tengah,Cilacap,Sampang
JABODETABEK,Jawa Barat,Bogor Kabupaten,Leuwiliang
"",Banten,Tangerang Kabupaten,Mauk
"",Jawa Barat,Bekasi Kabupaten,Cikarang Selatan
"",Jawa Barat,Bandung Kota,Ujung Berung
JABODETABEK,Jawa Barat,Bogor Kabupaten,Parung
"",Jawa Timur,Kediri Kabupaten,Kandat
"",Jawa Timur,Gresik,Manyar
"",Nusa Tenggara Barat,Mataram,Selaparang
JABODETABEK,Banten,Tangerang Kabupaten,Cisoka
"",Jawa Timur,Lumajang,Pasirian
"",Jawa Timur,Probolinggo Kabupaten,Sumberasih
"",Aceh,Banda Aceh,Lueng Bata
"",Sulawesi Utara,Minahasa Utara,Kauditan
"",Jawa Timur,Jember,Puger
"",Jawa Barat,Sumedang,Sumedang Utara
"",Sulawesi Tenggara,Kendari,Kendari Barat
"",Jawa Timur,Tuban,Montong
"",Sumatera Utara,Karo,Kabanjahe
JABODETABEK,DKI Jakarta,Jakarta Pusat,""
"",Sumatera Selatan,Lubuklinggau,Lubuk Linggau Selatan II
"",Gorontalo,Gorontalo Kota,Kota Barat
"",Papua,Jayapura Kota,Heram
"",Jawa Barat,Sumedang,Jatinunggal
"",Jawa Timur,Lumajang,Kedungjajang
"",Kalimantan Tengah,Palangka Raya,Sabangau
"",Sumatera Utara,Asahan,Bandar Pasir Mandoge
"",DKI Jakarta,Jakarta,Tambora
"",Sulawesi Selatan,Gowa,Tombolo Pao
"",Sumatera Utara,Serdang Bedagai,Sei Rampah
"",Jawa Timur,Ponorogo,Siman
"",DKI Jakarta,Jakarta,Kebon Jeruk
"",Jawa Timur,Magetan,Lembeyan
"",Jawa Timur,Tuban,Parengan
Bandung Raya,Jawa Barat,Bandung,Mandalajati
"",Bali,Denpasar,Denpasar Utara
"",Kepulauan Riau,Batam,Sekupang
"",Sumatera Utara,Karo,Dolat Rayat
"",Jawa Tengah,Demak,Mranggen
"",Banten,Tangerang Kabupaten,Pasar Kemis
"",Sumatera Utara,Medan,Medan Deli
Kawasan Inti Pusat Pemerintahan,Kalimantan Timur,Penajam Paser Utara,""
"",Banten,Serang Kabupaten,Kopo
"",Sulawesi Selatan,Makassar,Mamajang
"",Banten,Pandeglang,Labuan
"",Lampung,Lampung Selatan,Kalianda
"",Jawa Timur,Nganjuk,Sukomoro
"",Jawa Barat,Kuningan,Cilimus
"",Jawa Timur,Jombang,Wonosalam
"",Jawa Tengah,Pekalongan Kabupaten,Siwalan
"",Jawa Tengah,Kendal,Kaliwungu Selatan
"",Nusa Tenggara Timur,Sumba Timur,Nggaha Oriangu
"",Jawa Barat,Sukabumi Kabupaten,Bojong Genteng
"",Jawa Timur,Nganjuk,Kertosono
"",Daerah Istimewa Yogyakarta,Bantul,Sanden
JABODETABEK,DKI Jakarta,Jakarta,Ciracas
"",Jawa Timur,Trenggalek,Karangan
"",Jawa Barat,Garut,Pameungpeuk
"",Jawa Barat,Kuningan,Pasawahan
"",Sulawesi Utara,Minahasa Utara,Kema
"",Jawa Tengah,Kebumen,Prembun
"",Sumatera Barat,Agam,Tilatang Kamang
"",Bali,Gianyar,Tampaksiring
"",Jawa Timur,Surabaya,Tambaksari
"",Daerah Istimewa Yogyakarta,Sleman,Tempel
JABODETABEK,Jawa Barat,Bekasi Kota,Bekasi Utara
"",Bali,Denpasar,Denpasar Selatan
"",Jawa Barat,Bogor Kabupaten,Cijeruk
"",Lampung,Bandar Lampung,Teluk Betung Barat
"",Jawa Barat,Karawang,Jayakerta
"",Jawa Barat,Bandung Barat,Gununghalu
"",Jawa Barat,Purwakarta,Wanayasa
"",Banten,Tangerang Kabupaten,Jambe
"",Jawa Tengah,Sragen,Sambungmacan
"",Jawa Timur,Jember,""
"",Jawa Timur,Probolinggo Kota,Kademangan
"",Jawa Tengah,Wonosobo,Sapuran
Bandung Raya,Jawa Barat,Bandung Kota,Astanaanyar
"",Lampung,Lampung Selatan,""
"",Jawa Tengah,Banjarnegara,Wanayasa
"",Jawa Timur,Situbondo,Arjasa
"",Sumatera Utara,Serdang Bedagai,Tebing Syahbandar
Bandung Raya,Jawa Barat,Bandung,Kiaracondong
"",Jawa Barat,Kuningan,Cipicung
"",Jawa Timur,Magetan,Ngariboyo
"",Gorontalo,Gorontalo Kabupaten,Limboto Barat
Bandung Raya,Jawa Barat,Bandung,Rancaekek
"",Jawa Barat,Indramayu,Kandanghaur
Bandung Raya,Jawa Barat,Bandung Kabupaten,Banjaran
"",Jawa Barat,Tasikmalaya Kota,Cihideung
"",Jawa Tengah,Karanganyar,Colomadu
"",Jawa Barat,Garut,Tarogong Kaler
"",Jawa Barat,Bogor Kabupaten,Cileungsi
"",Sumatera Utara,Medan,Medan Timur
"",Lampung,Bandar Lampung,Tanjung Karang Barat
"",Banten,Pandeglang,Mekarjaya
"",Jawa Tengah,Karanganyar,Kerjo
JABODETABEK,Jawa Barat,Bogor,Pamijahan
"",Kalimantan Barat,Kubu Raya,""
"",Jawa Barat,Bandung Barat,Sindangkerta
"",Bali,Karangasem,Kubu
"",Sulawesi Selatan,Makassar,""
"",Jawa Tengah,Rembang,Sedan
"",Aceh,Aceh Singkil,""
JABODETABEK,Jawa Barat,Depok,""
"",Kalimantan Selatan,Hulu Sungai Utara,Amuntai Tengah
"",Nusa Tenggara Timur,Flores Timur,Larantuka
"",Banten,Serang Kabupaten,Padarincang
"",Sumatera Barat,Solok,Kubung
"",Jawa Timur,Situbondo,Situbondo
"",DKI Jakarta,Jakarta,Setia Budi
"",Bengkulu,Rejang Lebong,Curup Tengah
"",Jawa Timur,Tuban,Rengel
"",Jawa Tengah,Kendal,Cepiring
"",Daerah Istimewa Yogyakarta,Yogyakarta,""
"",Sulawesi Selatan,Pangkajene Dan Kepulauan,Minasatene
"",Jawa Timur,Bangkalan,""
"",Jawa Timur,Pasuruan,Gondang Wetan
"",Jawa Barat,Purwakarta,Sukasari
"",Jawa Tengah,Grobogan,Gubug
"",Aceh,Aceh Jaya,Teunom
"",Jawa Tengah,Wonogiri,Tirtomoyo
"",Bali,Tabanan,Selemadeg Timur
"",Nusa Tenggara Barat,Mataram,Ampenan
"",Jawa Barat,Bekasi Kota,Jatiasih
"",Jawa Barat,Bekasi Kabupaten,Cibitung
"",Jawa Timur,Pasuruan Kabupaten,Kejayan
JABODETABEK,Banten,Tangerang,Serpong
"",Sulawesi Selatan,Gowa,Bontomarannu
"",Jawa Timur,Magetan,Kartoharjo
"",Jawa Tengah,Kendal,Sukorejo
"",Jawa Timur,Ponorogo,Bungkal
"",Sulawesi Utara,Bolaang Mongondow,""
"",Nusa Tenggara Timur,Sumba Barat,Tana Righu
"",Jawa Barat,Cianjur,Mande
"",Sulawesi Utara,Minahasa,Tondano Barat
"",Sulawesi Selatan,Makassar,Ujung Tanah
"",Jawa Timur,Lamongan,Solokuro
"",Riau,Pekanbaru,Pekanbaru Kota
"",Jawa Timur,Nganjuk,Patianrowo
"",Jawa Barat,Tasikmalaya Kabupaten,Pagerageung
"",Jawa Barat,Subang,Ciasem
"",Jawa Timur,Pasuruan,Sukorejo
"",Jawa Timur,Probolinggo Kabupaten,Wonomerto
"",Sumatera Barat,Agam,Tanjung Raya
"",Jawa Barat,Indramayu,Gabuswetan
"",Jawa Timur,Trenggalek,Panggul
"",Gorontalo,Boalemo,""
Bandung Raya,Jawa Barat,Bandung Kabupaten,Katapang
"",Jawa Barat,Purwakarta,Cibatu
JABODETABEK,Jawa Barat,Bogor Kabupaten,Babakan Madang
"",DKI Jakarta,Jakarta Barat,Cengkareng
"",DKI Jakarta,Jakarta Selatan,Tebet
"",Jawa Timur,Pasuruan Kota,Bugulkidul
"",Sulawesi Selatan,Maros,""
JABODETABEK,Jawa Barat,Bekasi Kota,Pondok Gede
"",Jawa Barat,Bandung Kabupaten,Baleendah
"",Jawa Timur,Pasuruan Kabupaten,Pandaan
"",Jawa Barat,Garut,Banyuresmi
"",Sumatera Utara,Langkat,Padang Tualang
"",Jawa Tengah,Boyolali,Teras
"",Jawa Tengah,Purbalingga,Pengadegan
JABODETABEK,Jawa Barat,Bekasi,Bekasi Utara
"",Sulawesi Utara,Kepulauan Talaud,""
"",Kalimantan Barat,Kubu Raya,Sungai Raya
"",Jawa Barat,Kuningan,Kadugede
JABODETABEK,Jawa Barat,Bogor,Cisarua
"",Sumatera Selatan,Muara Enim,Lawang Kidul
"",Jawa Timur,Lamongan,Karang Geneng
"",Kalimantan Selatan,Banjar,Banjar Baru Utara
"",Kalimantan Timur,Samarinda,Samarinda Utara
"",Jawa Tengah,Pekalongan Kota,Pekalongan Selatan
"",Jawa Timur,Pasuruan Kabupaten,Rejoso
"",Kalimantan Selatan,Tapin,Candi Laras Utara
"",Bali,Buleleng,Sawan
"",Sumatera Utara,Samosir,Pangururan
"",Sumatera Barat,Pesisir Selatan,""
"",Maluku Utara,Ternate,Ternate Tengah
"",Jawa Timur,Malang,Gondanglegi
"",Sumatera Utara,Tapanuli Selatan,Sipirok
"",Sumatera Barat,Solok Selatan,Sungai Pagu
"",Riau,Kampar,Kampar Timur
"",Daerah Istimewa Yogyakarta,Sleman,Minggir
JABODETABEK,Jawa Barat,Bogor Kabupaten,Ciampea
JABODETABEK,Jawa Barat,Bogor Kabupaten,Cibinong
"",Jawa Timur,Malang,Dau
"",Jawa Barat,Bekasi Kabupaten,Cikarang Timur
"",Bali,Karangasem,""
"",Jawa Timur,Lumajang,Lumajang
"",Jawa Barat,Cianjur,Warungkondang
"",Banten,Tangerang Kabupaten,Sepatan Timur
"",Jawa Tengah,Magelang Kota,Magelang Utara
"",Lampung,Tulang Bawang Barat,""
"",Sumatera Selatan,Palembang,Seberang Ulu II
"",Sulawesi Selatan,Makassar,Makassar
"",Jawa Tengah,Tegal Kota,Tegal Barat
"",Bali,Buleleng,Gerokgak
"",Banten,Serang Kabupaten,Tirtayasa
"",Jawa Barat,Cirebon Kabupaten,Mundu
"",Jawa Timur,Jombang,Diwek
"",Banten,Lebak,Panggarangan
"",Sulawesi Tenggara,Kendari,Abeli
"",Jawa Timur,Pacitan,Pacitan
"",Sulawesi Tengah,Parigi Moutong,Toribulu
"",Jawa Timur,Malang Kota,""
